0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
putin,places,head,of,the,fsbs,foreign,intelligence,branch,under,house,arrest,for,failing,to,warn,him,that,ukraine,could,fiercely,resist,invasion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russias,secret,documents,war,in,ukraine,was,to,last,15,days,ukraine,has,seized,russian,military,plans,concerning,the,war,against,ukraine,from,the,810th,brigade,of,the,battalion,tactical,group,of,russias,black,sea,fleet,marines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
black,lives,matter,protesters,in,bristol,pull,down,statue,of,17th,century,slave,trader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,bitcoin,payments,to,rightwing,activists,a,month,before,capitol,riot,linked,to,foreign,account,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
protester,shot,in,chest,by,live,police,round,during,hong,kong,national,day,protests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irans,president,says,trump,white,house,afflicted,by,mental,retardation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unidentified,masked,men,snatched,the,leading,belarusian,opposition,figure,maria,kolesnikova,from,the,street,in,the,centre,of,the,capital,minsk,on,monday,and,drove,her,away,in,a,minivan,witnesses,told,local,media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canada,is,allowing,people,with,depression,to,do,psychedelic,mushrooms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
we,will,not,be,intimidated,despite,china,threats,lithuania,moves,to,recognise,uighur,genocide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
climate,activists,fill,golf,holes,with,cement,after,water,ban,exemption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vladimir,putin,says,russia,has,no,ill,intentions,pleads,for,no,more,sanctions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
male,escort,exposes,36,actively,gay,priests,in,a,file,sent,to,vatican,containing,erotic,whatsapp,messages,and,photos,the,allegations,were,compiled,by,a,gay,male,escort,who,told,local,media,he,couldnt,put,up,with,the,priests,hypocrisy,any,longer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
putin,has,escaped,to,his,secret,palace,in,a,forest,amid,antidraft,protests,in,russian,cities,report,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
china,breaching,every,act,in,genocide,convention,says,legal,report,on,uighurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexico,closes,us,border,in,arizona,to,stop,july,4th,visitors,citing,covid19,fears,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more,than,300,scientists,have,told,mark,zuckerberg,they,want,access,to,metas,internal,research,on,child,and,teen,mental,health,because,it,doesnt,meet,scientific,standards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bill,gates,the,worlds,secondrichest,person,behind,jeff,bezos,wants,rich,people,to,pay,higher,taxes,weve,updated,our,tax,system,before,to,keep,up,with,changing,times,and,we,need,to,do,it,again,starting,with,raising,taxes,on,people,like,me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alan,turing,world,war,two,codebreaker,and,mathematician,will,be,the,face,of,new,bank,of,england,50,note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
philippines,poised,to,lift,age,of,consent,for,sex,from,12,to,16,after,decades,of,lobbying,from,childrens,rights,activists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facebook,has,lost,100,billion,in,10,days,and,now,advertisers,are,pulling,out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donald,trumps,press,secretary,says,police,who,attacked,australian,journalists,had,right,to,defend,themselves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new,eu,right,to,repair,laws,require,technology,to,last,for,a,decade,new,devices,will,also,have,to,come,with,repair,manuals,and,be,made,in,such,a,way,that,they,can,be,dismantled,using,conventional,tools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mays,brexit,deal,defeated,202432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,mexican,state,of,oaxaca,has,banned,the,sale,of,junk,food,and,sugary,drinks,to,children,in,an,attempt,to,reduce,high,obesity,and,diabetes,levels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scientists,discover,china,has,been,secretly,emitting,banned,ozonedepleting,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turkey,has,audio,and,video,evidence,showing,that,saudi,agents,tortured,killed,journalist,jamal,khashoggi,inside,the,saudi,consulate,in,turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shenzhen,becomes,first,city,in,china,to,ban,consumption,of,cats,and,dogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hong,kong,officially,kills,china,extradition,bill,that,sparked,months,of,violent,protests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heartbreaking,say,global,experts,alarmed,at,signs,us,has,given,up,fight,to,stop,covid19,i,cant,imagine,what,it,must,be,like,having,to,go,to,work,knowing,its,unsafe,said,one,expert,in,new,zealand,its,hard,to,see,how,this,ends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
india,decriminalises,homosexuality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
superstar,german,dj,permanently,banned,from,china,for,liking,a,south,park,tweet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zelensky,assassination,plot,foiled,ukrainian,authorities,say,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
politician,who,opposes,mandatory,chickenpox,vaccinations,contracts,chickenpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new,vaccines,must,not,be,monopolised,g7,tells,donald,trump,world,leaders,at,a,g7,video,summit,told,donald,trump,that,medical,firms,must,share,and,coordinate,research,on,coronavirus,vaccines,rather,than,provide,products,exclusively,to,one,country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harshest,sanctions,ever,eu,to,freeze,russian,assets,and,stop,russian,bank,access,to,eu,markets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cocacola,named,most,polluting,brand,in,global,audit,of,plastic,waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nurses,have,quit,en,masse,from,russias,top,coronavirus,hospital,in,moscow,over,poor,working,conditions,and,low,wages,they,reportedly,quit,because,they,were,denied,clean,protective,gear,food,and,adequate,accommodations,and,were,not,paid,bonuses,promised,by,president,vladimir,putin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paradise,papers,leak,reveals,secrets,of,world,elites,hidden,wealth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
north,and,south,korea,agree,to,carry,single,flag,at,winter,olympics,and,field,joint,womens,ice,hockey,team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top,iranian,presidential,adviser,says,tehrans,sole,problem,is,trump,not,average,american,people,we,have,zero,problems,with,the,american,people,we,even,achieved,deals,with,previous,us,administrations,our,sole,problem,is,trump,ashena,said,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
putin,threatens,ukraine,with,loss,of,statehood,if,ukraine,continues,to,behave,like,this,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buzzfeed,news,has,won,its,first,pulitzer,prize,for,exposing,chinas,system,for,detaining,muslims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,refuses,to,join,global,covid19,vaccine,effort,because,it,is,led,by,the,who,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germans,seize,russian,billionaire,alisher,usmanovs,megayacht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fifa,and,qatar,in,urgent,talks,after,wales,rainbow,hats,confiscated,fifa,and,the,qataris,were,in,talks,on,the,matter,on,tuesday,where,fifa,reminded,their,hosts,of,their,assurances,before,the,tournament,that,everyone,was,welcome,and,rainbow,flags,would,be,allowed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whistleblower,who,escaped,chinese,reeducation,camp,reveals,horrors,of,the,gulag,exteacher,tells,how,inmates,were,flayed,raped,by,guards,in,front,of,other,prisoners,and,given,injections,that,made,them,infertile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anonymous,hackers,target,tiktok,delete,this,chinese,spyware,now,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all,48,london,bridge,attack,victims,who,made,it,to,hospital,have,survived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
girl,goes,viral,on,china,owned,tiktok,for,calling,muslim,camps,a,second,holocaust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facebook,is,thinking,about,removing,antivaccination,content,as,backlash,intensifies,over,the,spread,of,misinformation,on,the,social,network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukraines,peace,talks,with,russia,have,begun,kyiv,official,says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scotland,bans,companies,based,in,tax,havens,from,accessing,coronavirus,bailout,money,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,embassy,has,threatened,swedish,government,with,consequenses,if,they,attend,the,prize,ceremony,of,a,chinese,activist,swedish,officials,have,announced,that,they,will,not,succumb,to,these,threats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
united,states,surpasses,china,in,coronavirus,cases,now,leads,the,world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no,active,cases,and,no,new,cases,of,covid19,in,new,zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petition,to,make,lying,in,uk,parliament,a,criminal,offence,approaches,100k,signatures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,says,chinas,repression,of,uighurs,is,genocide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senate,defies,trump,passes,historic,resolution,to,end,us,support,for,saudi,arabia,in,yemen,war,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russias,elite,wants,to,eliminate,putin,they,have,already,chosen,a,successor,intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japanese,government,allows,taxis,to,refuse,to,pick,up,maskless,passengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
japan,auto,companies,triple,mexican,pay,rather,than,move,to,us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,biotech,startup,has,managed,to,3d,print,fake,rhino,horns,that,carry,the,same,genetic,fingerprint,as,the,actual,horn,the,company,plans,to,flood,chinese,rhino,horn,market,at,oneeighth,of,the,price,of,the,original,undercutting,the,price,poachers,can,get,and,forcing,them,out,eventually,0,0,0,0,0,0,0,0,0,0
the,body,of,a,missing,mexican,congresswoman,has,been,found,in,a,shallow,grave,more,than,a,month,after,she,was,abducted,by,armed,men,while,raising,awareness,about,the,coronavirus,pandemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italian,port,workers,refuse,arms,shipment,to,israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump,publicly,admits,he,fired,white,house,official,as,retaliation,for,impeachment,testimony,he,was,very,insubordinate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple,the,worlds,most,profitable,firm,has,a,secretive,new,structure,allowing,it,to,continue,avoiding,billions,in,taxes,paradise,papers,show,they,sidestepped,a,2013,crackdown,by,actively,shopping,around,for,a,tax,haven,landing,252bn,on,the,channel,island,of,jersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,family,of,a,british,teenager,killed,in,a,road,accident,involving,the,wife,of,a,american,diplomat,in,august,2019,has,called,for,the,uk,government,to,block,the,extradition,of,julian,assange,to,the,us,unless,washington,agrees,to,send,anne,sacoolas,in,the,opposite,direction,0,0,0,0,0,0,0,0,0,0,0
bill,gates,calls,for,covid19,meds,to,go,to,people,who,need,them,not,highest,bidder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghislaine,maxwell,prosecution,reveals,nearly,3,million,pages,of,evidence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
italy,hospital,says,dr,fauci,welcome,with,open,arms,if,trump,removes,him,from,his,post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solomon,islands,set,to,ban,facebook,in,the,name,of,national,unity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underage,girl,forced,to,have,sex,with,prince,andrew,us,court,document,claims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prince,andrew,stripped,of,military,titles,and,charities,amid,sex,abuse,lawsuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us,ambassador,to,panama,resigns,because,he,can,no,longer,work,for,trump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
world,leaders,literally,laugh,at,trump,when,he,claims,he,has,accomplished,more,than,almost,any,administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
world,cup,fan,27,shot,and,killed,for,celebrating,usa,win,in,iran,by,security,agencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
over,140,global,leaders,and,experts,issued,open,letter,urging,world,powers,to,guarantee,both,coronavirus,vaccine,and,any,treatment,for,covid19,when,available,be,free,for,everyone,in,order,to,put,the,interests,of,all,humanity,ahead,of,those,of,wealthiest,corporations,and,governments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canadians,fed,up,with,unwanted,american,border,crossers,who,think,the,pandemic,is,a,farce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majority,of,canadians,polled,want,us,border,closed,until,end,of,2020,ipsos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
covid19,vaccine,candidate,is,90,effective,says,manufacturer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canada,votes,to,recognize,chinas,treatment,of,uighur,population,as,genocide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexican,president,vows,to,bail,out,the,poor,not,big,companies,in,coronavirus,response,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaked,documents,reveal,some,of,the,worlds,biggest,banks,allowed,criminals,to,move,dirty,money,around,the,world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coronavirus,south,koreas,infection,rate,falls,without,citywide,lockdowns,like,china,italy,officials,attribute,the,decrease,to,mass,testing,improved,public,communication,and,the,use,of,advanced,technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hong,kong,police,are,spraying,protesters,with,bluedye,water,cannons,to,mark,them,for,arrest,later,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
auschwitz,museum,on,latin,american,migration,its,important,to,remember,that,the,holocaust,actually,did,not,start,from,gas,chambers,this,hatred,gradually,developed,from,words,stereotypes,prejudice,through,legal,exclusion,dehumanization,escalating,violence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minor,rape,victims,right,to,abort,outweighs,foetus,right,to,be,born,rajasthan,high,court,india,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prince,andrew,accuser,running,out,of,hope,and,says,anyone,else,would,be,in,jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk,expels,23,russian,diplomats,russian,state,assets,to,be,frozen,as,well,more,sanctions,being,announced,at,1900,tonight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeff,bezos,makes,985,million,donation,uk,leader,calls,him,out,just,pay,your,taxes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeff,bezos,worlds,richest,man,asks,public,to,donate,to,amazon,relief,fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moscow,residents,say,they,have,found,that,the,only,way,to,get,the,council,to,clear,snow,is,to,write,the,name,of,opposition,leader,alexei,navalny,on,it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the,leaders,of,france,germany,the,us,and,uk,have,issued,a,joint,statement,stating,this,is,the,first,offensive,use,of,a,nerve,agent,in,europe,since,the,second,world,war,calling,it,an,assault,on,uk,sovereignty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,warship,moskva,has,sunk,state,media,bbc,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bing,censors,image,search,for,tank,man,even,in,us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk,officially,states,china,has,now,broken,the,hong,kong,pact,considering,sanctions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,police,file,a,police,case,on,greta,thunberg,for,speaking,up,for,farmers,in,india,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people,unvaccinated,by,choice,in,singapore,no,longer,can,receive,free,covid19,treatment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thousands,rally,in,russia,for,8th,straight,day,of,antiputin,protests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cambridge,analytica,dismantled,for,good,nope,it,just,changed,its,name,to,emerdata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finlands,prime,minister,said,nordic,countries,do,a,better,job,of,embodying,the,american,dream,than,the,us,i,feel,that,the,american,dream,can,be,achieved,best,in,the,nordic,countries,where,every,child,no,matter,their,background,or,the,background,of,their,families,can,become,anything,0,0,0,0,0,0,0,0,0,0,0
ukraine,has,regained,control,over,kharkiv,the,countrys,second,largest,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terminally,ill,canadians,win,right,to,use,magic,mushrooms,for,endoflife,stress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
